Smiles,Standard Type,Standard Value,Standard Units,Molecule ChEMBL ID
O=C(c1cc(COc2ccc(F)cc2F)on1)N1CCSCC1,Potency,7943.3,nM,CHEMBL1341848
Cc1cc(N2CCN(C)CC2)nc2ccc(NC(=O)c3ccccc3F)cc12,Potency,11220.2,nM,CHEMBL1390221
O=C(Nc1ccc2c(c1)OCO2)OCc1ccccc1,Potency,2238.7,nM,CHEMBL1401648
COc1cc(/C=C(\C#N)c2nc3cc(C)ccc3[nH]2)cc([N+](=O)[O-])c1O,Potency,7079.5,nM,CHEMBL1336922
Cc1cc(/C=C2/NC(=O)N(c3ccccc3)C2=O)c(C)n1-c1cccnc1,Potency,1258.9,nM,CHEMBL1370818
CC(=O)c1ccc(N2CCN(c3ncccn3)CC2)cc1,Potency,10000.0,nM,CHEMBL1483304
COc1ccc(-n2cnc3cc(NCc4ccco4)ccc32)cc1,Potency,8912.5,nM,CHEMBL1444012
Cc1nn(C)c(C)c1CNC(=O)Nc1ccc(Cl)cc1,Potency,6309.6,nM,CHEMBL1481547
Cc1ccc(NC(S)=NC2CCCC2)cc1,Potency,10000.0,nM,CHEMBL1442243
COc1ccc2c(c1OC)C(=O)N(c1cccc(C(F)(F)F)c1)C2,Potency,2818.4,nM,CHEMBL1417800
Cn1nnnc1SCc1ccc(C(=O)Nc2ccc(Br)cc2)cc1,Potency,10000.0,nM,CHEMBL1463824
O=C(c1ccccc1)c1cc2cc(Cl)ccc2[nH]1,Potency,10000.0,nM,CHEMBL1473575
COc1cccc(NC(=O)c2ccccc2)c1,Potency,8912.5,nM,CHEMBL1398317
Cc1cccc(C(=O)OCC(=O)c2ccc3c(c2)OCCO3)c1O,Potency,6309.6,nM,CHEMBL1732313
COc1ccc(C(=O)Nc2ccc(N3CCN(C)CC3)cc2)cc1OC,Potency,1995.3,nM,CHEMBL1371987
CCCOc1ccc(C(=O)Nc2ccc3c(c2)OCO3)cc1,Potency,3162.3,nM,CHEMBL1456003
Cc1occc1C(=O)N/N=C/c1ccc(Br)s1,Potency,8912.5,nM,CHEMBL3189578
O=C(CSc1cn(Cc2ccccc2)c2ccccc12)N1CCOCC1,Potency,7943.3,nM,CHEMBL1581738
COC(=O)C1=C(C)NC(=O)/C1=C\c1cc(C)n(-c2ccccc2)c1C,Potency,7079.5,nM,CHEMBL1377127
CC(=O)c1cc2c(=O)c3cc(C)ccc3oc2nc1C,Potency,11220.2,nM,CHEMBL1537477
Cc1nnc(CNC(=O)c2oc3c(C)c(C)ccc3c2C)o1,Potency,8912.5,nM,CHEMBL1384751
Cc1ccc(CNC(=O)c2ccc(C)s2)cc1,Potency,12589.3,nM,CHEMBL1869624
Cc1cc(C(=O)COc2ccccc2Cl)c(C)n1C1CC1,Potency,12589.3,nM,CHEMBL1357835
Cc1cc(C)nc(-n2nc(C)c(Sc3ccc(F)cc3)c2N)n1,Potency,7079.5,nM,CHEMBL1548142
O=C(Nc1nccs1)c1cncc(Br)c1,Potency,3548.1,nM,CHEMBL1381893
CCCNC(=O)c1ccc(Cn2cc(-c3ccc(OC)cc3)nc2C(C)N)cc1,Potency,11220.2,nM,CHEMBL1437237
CC(=O)N1N=C(c2ccc(C)o2)CC1c1ccc(Br)cc1,Potency,10000.0,nM,CHEMBL1385137
Sc1[nH]nc(SCc2ccccc2)c2ncnc1-2,Potency,3548.1,nM,CHEMBL1883751
Cc1ccc(NC(=O)CCC(=O)c2cccs2)cc1F,Potency,12589.3,nM,CHEMBL1375700
Cc1ccc(CSc2ccc(-c3ccco3)nn2)cc1,Potency,3548.1,nM,CHEMBL1545509
CC(C)(C)c1ccc(-c2nnc(NC(=O)c3ccccc3)s2)cc1,Potency,3162.3,nM,CHEMBL1408281
CNC(=O)c1c(Cl)cnn1-c1ccc(C)cc1,Potency,6309.6,nM,CHEMBL1550360
C/C(=N\NC(=O)c1cccs1)c1c(O)cc(C)oc1=O,Potency,3548.1,nM,CHEMBL3198796
COc1ccc(/C=N/Nc2ncccc2[N+](=O)[O-])c(OC)c1,Potency,14125.4,nM,CHEMBL3198870
Cl.O=C(CSc1nc(-c2ccc(F)cc2)c[nH]1)N1CCCCC1,Potency,11220.2,nM,CHEMBL1575073
O=C(COc1ccccc1Cl)Nc1ccc(Cl)cn1,Potency,10000.0,nM,CHEMBL1534496
O=C(Nc1ccc2c(c1)COC2=O)c1ccc(Cl)c(Cl)c1,Potency,14125.4,nM,CHEMBL1529258
O=C(c1cccc([N+](=O)[O-])c1)n1nc(-c2ccccc2)nc1NCc1ccccc1,Potency,10000.0,nM,CHEMBL1392770
COc1ccc(NC(=O)c2ccc3snnc3c2)cc1,Potency,6309.6,nM,CHEMBL1329389
O=C(/C=C/c1cccs1)NCc1ccccc1,Potency,14125.4,nM,CHEMBL178531
CC(=O)NCCc1nc2cc(NC(=O)c3ccc([N+](=O)[O-])cc3)ccc2n1C,Potency,6309.6,nM,CHEMBL1564748
CNC(S)=Nc1cccc(C(=O)OC)c1,Potency,7079.5,nM,CHEMBL1380078
COc1ccc(/C=N/Nc2ccccn2)cc1OC,Potency,10000.0,nM,CHEMBL3191000
CS(=O)(=O)N1CCc2cc(C(=O)Nc3cccc(F)c3)ccc21,Potency,11220.2,nM,CHEMBL1355825
COCCCNC(=O)C1CCN(C(=O)c2oc3cc4sc(N(C)C)nc4cc3c2C)CC1,Potency,11220.2,nM,CHEMBL1462755
Clc1ccc(OCc2cc(-c3ccccc3)no2)cc1Cl,Potency,14125.4,nM,CHEMBL1596626
Cc1cc2nc(-c3ccccc3)cc(O)n2n1,Potency,10000.0,nM,CHEMBL1333798
CN(C)c1ccc(/N=C/c2nc(-c3ccccc3)oc2OC(=O)c2cccc(Br)c2)cc1,Potency,3162.3,nM,CHEMBL3193579
O=C(Cn1cnc2ccccc2c1=O)Nc1ccc2c(c1)OCCO2,Potency,3162.3,nM,CHEMBL1477249
COc1cc(CNCc2ccccn2)ccc1OCc1ccc(Cl)c(Cl)c1.Cl,Potency,19952.6,nM,CHEMBL1399377
CCC(=O)c1ccc(-c2ccccc2)cc1,Potency,12589.3,nM,CHEMBL1519521
Cc1ccc(Nc2nc(C)cs2)cc1,Potency,2511.9,nM,CHEMBL1537258
Fc1cc(F)c2nc(N3CCOCC3)sc2c1,Potency,12589.3,nM,CHEMBL1477878
O=C(N/N=C1\CCCc2ccccc21)c1ccccc1Cl,Potency,10000.0,nM,CHEMBL3189317
O=C(CNC(=S)NC(=O)C1CCCCC1)c1ccccc1,Potency,6309.6,nM,CHEMBL1537419
COc1ccc2c(c1)CCc1sc(NC(=O)c3ccco3)nc1-2,Potency,10000.0,nM,CHEMBL1480487
Cc1nc2ccc(NC(=O)CS(=O)(=O)c3ccc(F)cc3)cc2s1,Potency,11220.2,nM,CHEMBL1395621
CC(=O)Oc1ccc2c(=O)c(-c3ccccc3)coc2c1,Potency,7943.3,nM,CHEMBL1419975
CC(=O)NCCNC(=O)c1ccc(CSc2ccc(Cl)cc2)cc1,Potency,11220.2,nM,CHEMBL1419995
Cc1occc1C(=O)N/N=C/C=C/c1ccccc1,Potency,10000.0,nM,CHEMBL3197410
Cn1cc(-c2ccc(C(=O)Nc3cccc(Oc4ccccc4)c3)c3occc23)cn1,Potency,11220.2,nM,CHEMBL2138163
Nc1nc(COc2ccc3ccccc3c2)cs1,Potency,6309.6,nM,CHEMBL1546818
CC(C)Cn1cnc2c(SCc3ccccc3F)nc(N)nc21,Potency,5623.4,nM,CHEMBL1865274
O=C(Nc1ccc2nccnc2c1)c1ccco1,Potency,10000.0,nM,CHEMBL1465699
CCNC1=NN=C(c2ccc(C)cc2)CS1,Potency,2238.7,nM,CHEMBL1451037
CC(=O)c1cccc(NC(=O)Nc2ccc(C)cc2)c1,Potency,14125.4,nM,CHEMBL1584190
O=C1CCn2nc(-c3ccc(Cl)cc3)cc2N1,Potency,3981.1,nM,CHEMBL1400688
O=[N+]([O-])c1ccc2oc(/C=C/c3ccc(O)cc3)nc2c1,Potency,10000.0,nM,CHEMBL2130987
O=c1c(-c2ccc(O)cc2)coc2cc(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)ccc12,Potency,6309.6,nM,CHEMBL486422
CCOC(=O)c1ccc(N=NN(C)C)cc1,Potency,12589.3,nM,CHEMBL1331788
Nc1c(C(=O)N2CCCC2)sc2nc3c(cc12)CCCCCC3,Potency,4466.8,nM,CHEMBL1299674
Cc1ccccc1C(=O)N/N=C/c1cccc2ccccc12,Potency,12589.3,nM,CHEMBL3208774
CC(=O)Oc1ccc2occ(C(=O)c3ccccc3)c2c1,Potency,7079.5,nM,CHEMBL1882210
CNc1cccc(-c2ccc(C(C)=O)s2)n1,Potency,6309.6,nM,CHEMBL2144749
Cc1ccc(C(=N)NOC(=O)c2ccc(F)cc2)cc1,Potency,10000.0,nM,CHEMBL1490738
COc1ccccc1NNC(=O)c1cc(C(C)(C)C)nn1Cc1ccccc1,Potency,10000.0,nM,CHEMBL1441104
O=C(/C=C/c1cccs1)Nc1cccnc1,Potency,11220.2,nM,CHEMBL1439868
Cc1nc(NC(=O)c2cccnc2Cl)sc1C,Potency,3162.3,nM,CHEMBL1725567
Cn1cccc1C(=O)NC1CCCCCC1,Potency,10000.0,nM,CHEMBL1551848
O=C(Cc1ccccc1)c1ccc(O)cc1,Potency,11220.2,nM,CHEMBL1904584
Cc1ccc(-c2nnc(-c3ccc(Br)cc3)o2)o1,Potency,3162.3,nM,CHEMBL1482449
Nc1c(-c2ccc(Cl)cc2)nnn1-c1ccccc1,Potency,7079.5,nM,CHEMBL1349964
C=CCNC(=O)c1cc(-c2ccccc2O)on1,Potency,5623.4,nM,CHEMBL1343332
CC(C)(C)c1ccc(NC(=O)CC2(C(F)(F)F)OCCO2)cc1,Potency,3548.1,nM,CHEMBL1403202
CCOC(=O)Cc1csc(NC(=O)c2cnc3sc(C)cn3c2=O)n1,Potency,11220.2,nM,CHEMBL1305496
CCC(=O)c1ccc(OCC(O)Cn2nnc3ccccc32)cc1,Potency,10000.0,nM,CHEMBL1393476
CC1(C)CCc2cc(S(=O)(=O)N3CCN(S(=O)(=O)c4c(F)cccc4F)CC3)ccc2O1.O=C(O)C(F)(F)F,Potency,7943.3,nM,CHEMBL1736336
COc1ccc(C(=O)Nc2ccccc2C(=O)Nc2cc(C)ccn2)cc1,Potency,2238.7,nM,CHEMBL1544170
Cc1cc(C)c2nc(N3CCN(C(=O)c4ccco4)CC3)sc2c1,Potency,12589.3,nM,CHEMBL1317739
Cc1cccc(-c2nnc(SCC(=O)N3CCCC3)o2)c1,Potency,7079.5,nM,CHEMBL1595637
CCc1ccc(NC(=O)C(=O)NCc2ccccn2)cc1,Potency,3548.1,nM,CHEMBL1304548
O=C(CCSc1ccc(Cl)cc1)N1CCOCC1,Potency,7943.3,nM,CHEMBL1499056
Cc1cc(/C=C2\SC(=S)NC2=O)c(C)n1C1CC1,Potency,12589.3,nM,CHEMBL1528826
Cn1ccnc1SCC(=O)Nc1ccc2nc(SCC(=O)NC3CC3)sc2c1,Potency,3548.1,nM,CHEMBL1442450
Oc1cc2cc(-c3csc(-c4ccc(F)cc4)n3)cc3c2n1CCC3,Potency,12589.3,nM,CHEMBL1872878
CN(C)c1nc2ccc(OCCN3CCCCC3)cc2s1,Potency,11220.2,nM,CHEMBL1571899
CCOC(=O)COn1c(-c2cccc(Cl)c2)nc2ccc([N+](=O)[O-])cc21,Potency,7079.5,nM,CHEMBL1454365
COc1ccc2oc(=O)c(-c3nnc(N)s3)cc2c1,Potency,14125.4,nM,CHEMBL1306374
CCc1ccc(NC(=O)C(S)=NC2CCCCC2)cc1,Potency,1995.3,nM,CHEMBL1464514
Cc1c(C(=O)N2CCc3ccccc32)oc2c1C(=O)CC(C)(C)C2,Potency,12589.3,nM,CHEMBL1302762
O=C(N/N=C1\CCc2ccccc21)c1ccc(O)cc1,Potency,1995.3,nM,CHEMBL3207988
CCCNC(=O)C1CC(=O)N(c2ccc(OCc3ccccc3)cc2)C1,Potency,3162.3,nM,CHEMBL2132227
COc1cccc(C(=O)O/N=C/c2ccc(Sc3ccc(C)cc3)nc2)c1,Potency,7079.5,nM,CHEMBL3189734
O=C(CSc1nnc2ccccn12)Nc1ncc(Cl)cc1Cl,Potency,10000.0,nM,CHEMBL1559727
COc1ccc(C2=NN(c3ccccc3)C(c3ccc(OC)c(OC)c3)C2)cc1,Potency,10000.0,nM,CHEMBL1601936
COc1cc(OC)cc(C(=O)Nc2ccc3c(c2)OCCO3)c1,Potency,12589.3,nM,CHEMBL1404458
Cc1ccc(NC(=O)Cn2nnc3ccccc32)cc1,Potency,8912.5,nM,CHEMBL1540320
CC(=O)c1cc(F)ccc1OCC(=O)Nc1ccc2c(c1)OCO2,Potency,1258.9,nM,CHEMBL1728196
Cc1sc(NC(=O)/C=C/c2ccco2)c(C(=O)O)c1C,Potency,2238.7,nM,CHEMBL1537420
Cc1ccccc1CNC(=O)Cc1ccccc1[N+](=O)[O-],Potency,14125.4,nM,CHEMBL1540692
COc1ccc(-c2nnc(SCc3ccccn3)n2C)cc1,Potency,12589.3,nM,CHEMBL1411566
COc1ccccc1Nc1ccc(Nc2ccccc2OC)nn1,Potency,5011.9,nM,CHEMBL1361801
COc1c(C)cccc1C(=O)Nc1ccc(CN2CCOCC2)cc1,Potency,2511.9,nM,CHEMBL1319980
COC(=O)c1ccc(/C=N/Nc2nc3ccccc3[nH]2)cc1,Potency,3162.3,nM,CHEMBL3198453
Cc1ccc(OCc2cc(C(=O)NCCc3cccnc3)no2)cc1C,Potency,11220.2,nM,CHEMBL1586952
CC(C)C[C@@H](CSc1ccc(Br)cc1)N1CCN(C)CCC1=O,Potency,10000.0,nM,CHEMBL1367568
O=S(=O)(Nc1ccc(-c2nc3cccnc3s2)cc1)c1ccccc1F,Potency,10000.0,nM,CHEMBL1364045
COc1ccc(NC(=O)C2Cc3ccccc3O/C2=N\O)cc1,Potency,10000.0,nM,CHEMBL3193454
O=C(CSc1nnc2ccccn12)N1CCc2ccccc21,Potency,2818.4,nM,CHEMBL1573259
O=C(CSc1nnc(NC(=O)c2ccccc2F)s1)NCC1CCCO1,Potency,12589.3,nM,CHEMBL1431663
O=C(NC1CCCCCCC1)c1cc(F)c(F)cc1Cl,Potency,1778.3,nM,CHEMBL1430035
Cc1cc(/C=C2\SC(=S)NC2=O)c(C)n1-c1ccc(O)cc1,Potency,2238.7,nM,CHEMBL1594984
O=C(N/N=C/c1cccc([N+](=O)[O-])c1)c1cccs1,Potency,12589.3,nM,CHEMBL3196563
Cc1ccc(NC(=S)N2CCC(c3ccc(C)cc3)C2)cc1,Potency,11220.2,nM,CHEMBL1540632
N#C/C(=C(/O)N1CCCCC1)c1nc2ccccc2s1,Potency,8912.5,nM,CHEMBL3195525
COc1ccc(-c2nc(-c3ccccc3OC)no2)cc1OC,Potency,10000.0,nM,CHEMBL1502260
Brc1ccc(NC2=Nc3ccccc3CC2)cc1,Potency,8912.5,nM,CHEMBL1345947
O=C(NC(=S)NC1CCCCC1)c1ccc(F)cc1,Potency,11220.2,nM,CHEMBL1486963
O=C(CCS(=O)(=O)c1ccccc1)N1CCN(c2ccccc2)CC1,Potency,3162.3,nM,CHEMBL1410762
Cl.Clc1ccc(C2=NN=C(NCC3CCCO3)SC2)cc1,Potency,2511.9,nM,CHEMBL1332154
O=C(N/N=C/c1ccc(-n2ccnc2)cc1)c1cccs1,Potency,11220.2,nM,CHEMBL3189638
O=C(NC1CCCCC1)C(=O)c1c[nH]c2ccccc12,Potency,12589.3,nM,CHEMBL566489
C/C(NC(=O)c1ccccc1)=C1/C(=O)CC2C1C2(C)C,Potency,11220.2,nM,CHEMBL1606991
O=C(Cc1ccccc1)Nc1nc2ccccc2s1,Potency,10000.0,nM,CHEMBL1405979
COc1ccc(-c2nnc(SC(C)C(=O)Nc3ccc4c(c3)OCCO4)o2)cc1,Potency,10000.0,nM,CHEMBL1578888
Cc1ccc(NC(=O)c2ccco2)cc1,Potency,7943.3,nM,CHEMBL1214571
Cn1c(C(=O)NCC2CCCO2)cc2oc3ccccc3c21,Potency,3548.1,nM,CHEMBL1420308
O=C(OCC(=O)N1CCc2ccccc2C1)c1c(F)cccc1Cl,Potency,6309.6,nM,CHEMBL1552639
COc1ccc(Nc2ncnc3c2nc2n3CCCCC2)cc1,Potency,10000.0,nM,CHEMBL1520523
O=C(/C=C/c1ccc2c(c1)OCO2)N1CCCCC1,Potency,3548.1,nM,CHEMBL118478
CCC(=O)N(CC)c1nc(-c2ccc(OC)cc2)cs1,Potency,11220.2,nM,CHEMBL1388231
CC(=NNc1ccc([N+](=O)[O-])cn1)c1ccccc1,Potency,10000.0,nM,CHEMBL1723732
Cc1ccc2c(C)c(C(=O)N(C)C(C)c3ccon3)oc2c1C,Potency,10000.0,nM,CHEMBL1539179
Cc1cccc(NC(=O)c2ccc(OCC3CCCO3)cc2)c1C,Potency,14125.4,nM,CHEMBL1500769
CC(C)NC(=O)c1[nH]nc2c1CCc1ccccc1-2,Potency,1995.3,nM,CHEMBL1562944
N=C(NOC(=O)COc1ccc(Cl)cc1Cl)c1cccnc1,Potency,7943.3,nM,CHEMBL1519021
CCCn1cnc2c(SCc3ccccc3F)nc(N)nc21,Potency,10000.0,nM,CHEMBL1885688
CCC1CCCCN1C(=O)c1cc(-c2ccc(Cl)c(Cl)c2)on1,Potency,11220.2,nM,CHEMBL1309690
O=C(Cc1ccccc1)Nc1ccc(CN2CCOCC2)cc1,Potency,10000.0,nM,CHEMBL1458004
O=C(c1ccccc1)c1cccc(NC(=O)c2ccco2)c1,Potency,11220.2,nM,CHEMBL1373305
C/C(=N\OCC(=O)NCC(F)(F)F)c1cc2ccccc2o1,Potency,12589.3,nM,CHEMBL3190922
Cc1c(C(=O)N2CCCC2)oc2ccc(Br)cc12,Potency,6309.6,nM,CHEMBL1399900
CN(Cc1cc(-c2ccccc2)on1)C(=O)c1cc(COc2c(F)cccc2F)on1,Potency,11220.2,nM,CHEMBL1385704
C/C(=N\OC(=O)c1ccc(Cl)cc1)c1sc(-c2ccccc2)nc1C,Potency,3981.1,nM,CHEMBL3209036
CCc1ccc(/C=N/N2CCN(c3ccccn3)CC2)cc1,Potency,12589.3,nM,CHEMBL3196009
CC(=O)Oc1ccc(/C=N/NC(=S)Nc2ccccc2)cc1,Potency,11220.2,nM,CHEMBL1992745
CCCC(=O)Nc1nc2ccc(OCC)cc2s1,Potency,6309.6,nM,CHEMBL1352679
C=CCn1cnc2c(NCc3ccccc3)ncnc21,Potency,3981.1,nM,CHEMBL1574463
O=C1NN(c2ccc(Cl)cc2)C(=O)/C1=C\c1ccc(-c2cccc(C(=O)O)c2)o1,Potency,8912.5,nM,CHEMBL1569215
CCCOc1ccc(CNC(=O)Cc2cccs2)cc1,Potency,7943.3,nM,CHEMBL1516270
COc1ccc(NC(=S)NC(=O)c2ccccc2)cn1,Potency,11220.2,nM,CHEMBL1572130
O=C(/C=C/c1ccc(F)cc1)NCc1cccs1,Potency,14125.4,nM,CHEMBL1305799
Cc1ccc2nc(NC(=O)COC(=O)CSc3nc(C)cc(C)n3)sc2c1,Potency,10000.0,nM,CHEMBL1370601
O=c1c2ccccc2nnn1-c1ccc(Br)cc1,Potency,4466.8,nM,CHEMBL1530088
CS(=O)(=O)Nc1ccc(C2=NN(S(C)(=O)=O)C(c3ccc4c(c3)OCO4)C2)cc1,Potency,4466.8,nM,CHEMBL261799
Cc1ccc2cc(CCNC(=O)c3ccco3)c(O)nc2c1,Potency,12589.3,nM,CHEMBL1452424
CCn1c(S)nnc1CCCOc1ccc(Cl)cc1Cl,Potency,6309.6,nM,CHEMBL1337410
Cc1cc(C(=O)NCCC2=CCCCC2)ccc1[N+](=O)[O-],Potency,5011.9,nM,CHEMBL1403370
O=C(COc1ccc(Br)cc1)N1CCc2ccccc21,Potency,7079.5,nM,CHEMBL1546317
CCc1ccc(NC(=O)CCCN2C(=O)C3CC=CCC3C2=O)cc1,Potency,7943.3,nM,CHEMBL1539490
CCn1nc(C(=O)OCC(=O)Nc2nc(-c3ccc(OC)cc3)cs2)c2ccccc2c1=O,Potency,6309.6,nM,CHEMBL1601318
COC(=O)c1sc(-c2cccs2)cc1N,Potency,12589.3,nM,CHEMBL1508842
O=[N+]([O-])c1nn(-c2ccc3c(c2)OCCO3)[n+]([O-])c1NCCC1=CCCCC1,Potency,4466.8,nM,CHEMBL1545240
CCCC(=O)/N=C1\SC2CS(=O)(=O)CC2N1c1ccc(-c2nc3ccc(C)cc3s2)cc1,Potency,15848.9,nM,CHEMBL1975997
CCc1nnc(NC(=O)c2cccc(NC(=O)C(C)C)c2)s1,Potency,11220.2,nM,CHEMBL1318854
O=C(NC1CCCCC1)c1ccc2ccccc2c1,Potency,3162.3,nM,CHEMBL2134623
C=C(C)CNC(S)=Nc1nc2c(cc1C(=O)OCC)CCCC2,Potency,7079.5,nM,CHEMBL1418940
Cc1cc(CN(C)C(=O)c2cc(COc3ccc(F)cc3Cl)on2)n[nH]1,Potency,7943.3,nM,CHEMBL1339531
Cc1c(-c2ccccc2)nn2c(O)c3c(nc12)CCCC3,Potency,3162.3,nM,CHEMBL1447882
O=C(c1ccccc1)c1ccc2c(c1)OCCCO2,Potency,1412.5,nM,CHEMBL1379457
Cn1cc(Cl)c(C(=N)NOC(=O)c2ccccc2C(F)(F)F)n1,Potency,11220.2,nM,CHEMBL1339526
CC(/C=N/NC(=O)Cc1cccn1C)=C\c1ccccc1,Potency,11220.2,nM,CHEMBL3196708
C/C(=N\NC(=O)c1ccccc1)c1cccc(Br)c1,Potency,10000.0,nM,CHEMBL3195811
Fc1ccc(NC(S)=Nc2nccs2)cc1,Potency,3162.3,nM,CHEMBL1525546
N=c1oc2cc(O)ccc2cc1C(=O)Nc1ccc(F)cc1,Potency,1584.9,nM,CHEMBL1464228
Nn1c(Nc2ccccc2)nc2ccccc21,Potency,10000.0,nM,CHEMBL1546185
COc1ccc2c(c1)O/C(=C\c1ccccc1O)C2=O,Potency,12589.3,nM,CHEMBL1807489
COCCNc1c(-c2cc3ccc(C)c(C)c3nc2O)nc2ccccn12,Potency,2238.7,nM,CHEMBL1609903
O=c1oc(CCCO)cc2ccc(/C=C/c3cccc([N+](=O)[O-])c3)cc12,Potency,6309.6,nM,CHEMBL1414837
CSc1nc2ccc(NC(=O)c3c(F)cccc3F)cc2s1,Potency,5623.4,nM,CHEMBL1447517
COc1ccc(/N=C/c2nc(-c3ccccc3)oc2OC(=O)c2ccccc2)cc1,Potency,6309.6,nM,CHEMBL1986444
Cc1ccc(-c2cc(C(=O)N3CCN(c4ccccc4O)CC3)c3ccccc3n2)o1,Potency,4466.8,nM,CHEMBL1556677
c1cc(CSc2nnc(-c3ccc4c(c3)OCO4)o2)ccn1,Potency,3162.3,nM,CHEMBL1462821
Cc1cccc(Nc2ccc([N+](=O)[O-])cn2)c1,Potency,11220.2,nM,CHEMBL1483310
Cc1cc(C)cc(C(=O)Nc2nc3ccccc3[nH]2)c1,Potency,7943.3,nM,CHEMBL1611364
O=C(/C=C/c1cccs1)c1ccc(NC(=O)c2cccc(Br)c2)cc1,Potency,11220.2,nM,CHEMBL1580852
COc1ccc(C(=O)c2oc3ccc(OC)cc3c2N)cc1,Potency,5011.9,nM,CHEMBL1495910
CCCC(=O)Nc1nnc(/C=C/c2ccc(OC)cc2)s1,Potency,5623.4,nM,CHEMBL1301834
c1csc(-c2nc(N3CCCCC3)no2)c1,Potency,6309.6,nM,CHEMBL1582862
Cl.c1ccc(COc2ccc(CNCc3cccnc3)cc2)cc1,Potency,10000.0,nM,CHEMBL1517162
CC1CCCC(NC(=O)/C=C/c2c(F)cccc2Cl)C1C,Potency,11220.2,nM,CHEMBL1711111
Cc1cc(C)c2c(CN(C)Cc3ccccc3)cc(=O)oc2c1,Potency,12589.3,nM,CHEMBL1889533
O=[N+]([O-])c1cccc(/C=N/N2CCN(Cc3ccccc3)CC2)c1,Potency,12589.3,nM,CHEMBL3199616
CCOC(=O)N/N=C/c1ccccc1F,Potency,10000.0,nM,CHEMBL3207538
O=C(c1cnn2ccccc12)N1CCc2ccccc21,Potency,3162.3,nM,CHEMBL1389540
Cc1ccc(CNc2ccc3c(c2)ncn3C)cc1,Potency,5011.9,nM,CHEMBL1603399
CCOC(=O)C1CCN(C(=O)Nc2ccc(OC(F)(F)F)cc2)CC1,Potency,12589.3,nM,CHEMBL1491078
O=C(CSc1ccccc1F)Nc1ccc(N2CCOCC2)cc1,Potency,5623.4,nM,CHEMBL1394370
O=C(COc1ccc(Br)cc1Cl)NC(=O)Nc1ccc2c(c1)OCCO2,Potency,11220.2,nM,CHEMBL1526740
O=C(Cc1csc(NC(=O)Nc2ccc(Cl)cc2)n1)NCc1ccccn1,Potency,11220.2,nM,CHEMBL1366784
CCc1ccc(-c2ccc(SCC(=O)NCC3CCCO3)nn2)cc1,Potency,2511.9,nM,CHEMBL1496916
CSc1ccc(/C=N/n2c(C)cc(C)cc2=O)cc1,Potency,10000.0,nM,CHEMBL3212690
Nc1nonc1-n1nnc(C(=O)N/N=C/c2ccc(OCc3cccc(Cl)c3)cc2)c1CN1CCCCC1,Potency,2511.9,nM,CHEMBL3212817
O=C(CSc1ccccn1)Nc1ccc2c(c1)CCC2,Potency,10000.0,nM,CHEMBL1355829
COc1ccccc1-c1ccc(NC2CCCCC2)nn1,Potency,7079.5,nM,CHEMBL1585531
CCCCNC(=O)N(C)c1nc2ccccc2s1,Potency,4466.8,nM,CHEMBL1399065
Cc1ccc(NC(=S)c2ccccc2)cc1,Potency,1258.9,nM,CHEMBL1530880
CCOC(=O)c1ccc(NC(=O)c2ccco2)cc1,Potency,7079.5,nM,CHEMBL1544340
COc1cccc(-c2ccc(SCc3ccccn3)nn2)c1,Potency,5011.9,nM,CHEMBL1446012
CC(=O)Nc1cnc(-c2cc(C)c(O)c(C)c2)cn1,Potency,8912.5,nM,CHEMBL2132045
Clc1ccc(-c2cc(CSc3ccccc3)on2)cc1,Potency,3548.1,nM,CHEMBL1345888
O=C(c1ccccc1)c1cc2ccccc2o1,Potency,10000.0,nM,CHEMBL1342446
Cc1ccc2c(Cl)c(C(=O)NCCc3ccccc3)sc2c1,Potency,3162.3,nM,CHEMBL1487979
Cc1ccc(SCC(=O)Nc2ccc(-c3nc4ccccc4[nH]3)cc2)cc1,Potency,3548.1,nM,CHEMBL1458579
Cc1ccccc1Cn1nnc(C(=O)Nc2ccc3c(c2)OCCO3)c1N,Potency,3548.1,nM,CHEMBL1330116
COc1cccc(-c2nn(Cc3ccccc3)cc2CO)c1,Potency,12589.3,nM,CHEMBL1534215
CCN(CC)c1ccc(/C=N/N2CCOCC2)c(O)c1,Potency,6309.6,nM,CHEMBL3192618
Cc1cc2nc(-c3ccc(SCc4ccc(C(=O)O)cc4)nc3)[nH]c2cc1C,Potency,11220.2,nM,CHEMBL1390703
COc1ccc(NC(=O)/C=C/c2cccc(F)c2)cn1,Potency,7079.5,nM,CHEMBL1582510
COc1ccc2c(Cl)c(C(=O)NCc3ccco3)sc2c1,Potency,11220.2,nM,CHEMBL1580010
COc1ccc(/C=C/C(=O)Nc2cccc(S(=O)(=O)NC3=NCCCCC3)c2)cc1,Potency,7943.3,nM,CHEMBL1351568
CCc1nnc(NC(=O)CSc2ccc(-c3ccc(C)cc3)nn2)s1,Potency,11220.2,nM,CHEMBL1384326
COc1ccc(/C=N/N=C2/SCC(=O)N2Cc2ccccc2)cc1,Potency,5623.4,nM,CHEMBL3195196
Cc1ccc(SCC(=O)Nc2ccccc2C(=O)O)cc1,Potency,4466.8,nM,CHEMBL1360005
Cc1ccc(-c2noc(C3CCCN(C(=O)c4ccccc4)C3)n2)o1,Potency,10000.0,nM,CHEMBL1510242
